id,node0_id,node1_id,name,alias,type,diameter,length,roughness,rin,rout,pimin,pomax
72727,68362,68363,IN-0159^IN-0160,,pipeline,500,0.628000020980835,0.006000000052154064,,,,
72728,68362,68391,CV_ONT_0174,,control valve,500,,,0,0,1,100
72729,68363,68379,IN-0160^IN-0158,,pipeline,500,1.7070000171661377,0.006000000052154064,,,,
72730,68364,68366,VA_OGE_10_06,,valve,900,,,,,,
72731,68370,68364,VA_OGE_10_04,,valve,900,,,,,,
72732,68373,68364,VA_OGE_10_07,,valve,900,,,,,,
72733,68365,68366,VA_OGE_10_10,,valve,900,,,,,,
72734,68370,68365,VA_OGE_10_05,,valve,900,,,,,,
72735,68373,68365,VA_OGE_10_09,,valve,900,,,,,,
72736,68368,68365,CS_OGE_10B,,compressor,900,,,0,0,1,100
72737,68368,68366,VA_OGE_10_12,,valve,900,,,,,,
72738,68373,68366,VA_OGE_10_13,,valve,900,,,,,,
72739,68370,68366,CS_OGE_10A,,compressor,900,,,0,0,1,100
72740,68367,68369,CVI_NO2,,control valve,900,,,0,0,10,100
72741,68371,68367,CVI_NO2_N1I,,valve,900,,,,,,
72742,68373,68368,VA_OGE_10_14,,valve,900,,,,,,
72743,68371,68369,CVI_NO2_N1O,,valve,900,,,,,,
72744,68373,68370,VA_OGE_10_08,,valve,900,,,,,,
72745,68371,68375,CVI_NO2_N1^N8559,,pipeline,900,1.004639983177185,0.012000000104308128,,,,
72746,68377,68372,N2963^N2966,,pipeline,900,0.783449649810791,0.012000000104308128,,,,
72747,68375,68377,N8559^N2963,,pipeline,900,3.133798599243164,0.012000000104308128,,,,
72748,68384,68381,GS-1792^IN-3565,,pipeline,300,1.9780000448226929,0.006000000052154064,,,,
72749,68382,68386,VK90^VK87,,pipeline,1200,9.975333213806152,0.006000000052154064,,,,
72750,68384,68383,GS-1792^IN-3564,,pipeline,300,1.1369999647140503,0.006000000052154064,,,,
72751,68391,68385,IN-0855^IN-0825,,pipeline,800,18.695999145507812,0.006000000052154064,,,,
72752,68386,68387,VK87^VK88,,pipeline,1200,2.8284270763397217,0.006000000052154064,,,,
72753,68391,68388,IN-0855^IN-0854,,pipeline,800,17.072999954223633,0.006000000052154064,,,,
72754,68390,68389,GS-3342^IN-3563,,pipeline,300,1.2990000247955322,0.006000000052154064,,,,
72755,68392,68397,N8439^N8440,,pipeline,500,10.430529594421387,0.012000000104308128,,,,
72756,68476,68392,N8445^N8439,,pipeline,500,4.319660186767578,0.012000000104308128,,,,
72757,68565,68393,IN-0509^GS-4468,,pipeline,200,4.1579999923706055,0.006000000052154064,,,,
72758,68394,68478,N8441^N8442,,pipeline,500,4.158170223236084,0.012000000104308128,,,,
72759,68397,68394,N8440^N8441,,pipeline,500,3.77128005027771,0.012000000104308128,,,,
72760,68395,68487,N8448^N8444,,pipeline,500,7.366260051727295,0.012000000104308128,,,,
72761,68483,68395,N8449^N8448,,pipeline,500,10.935370445251465,0.012000000104308128,,,,
72762,68396,68398,GS-2494^IN-3624,,pipeline,700,0.25999999046325684,0.006000000052154064,,,,
72763,68396,68399,GS-2494^GS-2493,,pipeline,700,0.12399999797344208,0.006000000052154064,,,,
72764,68398,68402,IN-3624^IN-3623,,pipeline,700,0.13099999725818634,0.006000000052154064,,,,
72765,68452,68399,GS-3297^GS-2493,,pipeline,700,0.8399999737739563,0.006000000052154064,,,,
72766,68400,68564,GS-4472^GS-4469,,pipeline,200,12.477999687194824,0.006000000052154064,,,,
72767,68400,68401,GS-4472^GS-4473,,pipeline,200,2.061000108718872,0.006000000052154064,,,,
72768,69257,68401,GS-4474^GS-4473,,pipeline,200,23.027999877929688,0.006000000052154064,,,,
72769,68402,68405,IN-3623^IN-3622,,pipeline,700,0.10300000011920929,0.006000000052154064,,,,
72770,68403,68564,GS-4470^GS-4469,,pipeline,150,4.247000217437744,0.006000000052154064,,,,
72771,68403,68404,GS-4470^GS-4471,,pipeline,150,8.121000289916992,0.006000000052154064,,,,
72772,68405,68406,IN-3622^IN-3621,,pipeline,700,0.10300000011920929,0.006000000052154064,,,,
72773,68406,68411,IN-3621^GS-3300,,pipeline,700,1.4040000438690186,0.006000000052154064,,,,
72774,68407,68408,GS-4569^IN-0150,,pipeline,200,0.5130000114440918,0.006000000052154064,,,,
72775,68407,68409,GS-4569^GS-4486,,pipeline,200,0.12800000607967377,0.006000000052154064,,,,
72776,68408,68420,IN-0150^GS-4487,,pipeline,150,1.3660000562667847,0.006000000052154064,,,,
72777,69246,68408,IN-0489^IN-0150,,pipeline,150,3.1730000972747803,0.006000000052154064,,,,
72778,68410,68423,CVI_FR0,,control valve,900,,,0,0,10,100
72779,68429,68410,CVI_FR0_N0I,,valve,900,,,,,,
72780,68432,68410,CVI_FR0_N1I,,valve,900,,,,,,
72781,68411,68416,GS-3300^GS-2495,,pipeline,700,1.1009999513626099,0.006000000052154064,,,,
72782,68412,68414,N1202^N1200,,pipeline,900,7.6439127922058105,0.012000000104308128,,,,
72783,68419,68412,N1227^N1202,,pipeline,900,7.9435811042785645,0.012000000104308128,,,,
72784,68413,68415,N1223^N1229,,pipeline,900,6.513619899749756,0.012000000104308128,,,,
72785,68421,68413,N1225^N1223,,pipeline,900,2.167327642440796,0.012000000104308128,,,,
72786,68415,68419,N1229^N1227,,pipeline,900,2.6810977458953857,0.012000000104308128,,,,
72787,68434,68417,N1246^N1248,,pipeline,900,9.124204635620117,0.012000000104308128,,,,
72788,68418,68426,IN-3617^IN-3618,,pipeline,250,0.3149999976158142,0.006000000052154064,,,,
72789,68435,68421,GS-3496^N1225,,pipeline,900,1.127694010734558,0.012000000104308128,,,,
72790,68425,68422,CVI_FR1_N0O,,valve,900,,,,,,
72791,68427,68422,CVI_FR1_N1O,,valve,900,,,,,,
