node;pressure[barg];flow[MW];CV[kWh/m3];R[1];
DSO_0547;56,34;21,252;10,5;0,6
DSO_0548;56,55;2,369;10,5;0,6
DSO_0549;56,56;19,274;10,5;0,6
DSO_0550;60,33;10,488;10,5;0,6
DSO_0551;60,43;17,02;10,5;0,6
DSO_0552;61,16;20,056;10,5;0,6
DSO_0553;61,67;32,246;10,5;0,6
DSO_0554;61,4;19,297;10,5;0,6
DSO_0555;70,98;49,611;10,5;0,6
DSO_0556;42,01;18,538;10,5;0,6
DSO_0557;56,8;39,491;10,5;0,6
DSO_0558;56,92;24,679;10,5;0,6
DSO_0559;54,78;14,191;10,5;0,6
DSO_0560;54,78;28,129;10,5;0,6
DSO_0561;56,74;7,452;10,5;0,6
DSO_0562;69,05;8,832;10,5;0,6
DSO_0563;54,99;18,032;10,5;0,6
DSO_0564;57,04;4,071;10,5;0,6
DSO_0565;57;18,929;10,5;0,6
DSO_0566;56,84;16,767;10,5;0,6
DSO_0567;56,96;20,7;10,5;0,6
DSO_0568;57,19;17,411;10,5;0,6
DSO_0569;59,26;10,925;10,5;0,6
DSO_0570;59,3;7,751;10,5;0,6
DSO_0571;57,94;9,407;10,5;0,6
DSO_0572;57,94;10,212;10,5;0,6
DSO_0573;59,18;11,707;10,5;0,6
DSO_0574;58,66;17,158;10,5;0,6
DSO_0575;59,31;4,439;10,5;0,6
DSO_0576;42,42;13,869;10,5;0,6
DSO_0577;42,54;12,466;10,5;0,6
DSO_0578;54,59;11,017;10,5;0,6
DSO_0579;44,37;29,187;10,5;0,6
DSO_0580;59,79;10,833;10,5;0,6
DSO_0581;61,99;33,626;10,5;0,6
DSO_0582;55,76;47,725;10,5;0,6
DSO_0583;59,8;5,244;10,5;0,6
DSO_0584;54,55;3,818;10,5;0,6
DSO_0585;54,55;18,998;10,5;0,6
DSO_0586;55,74;3,703;10,5;0,6
DSO_0587;44,28;19,228;10,5;0,6
DSO_0588;44,33;27,968;10,5;0,6
DSO_0589;51,55;6,348;10,5;0,6
DSO_0590;49,99;24,748;10,5;0,6
DSO_0591;47,76;12,673;10,5;0,6
DSO_0592;48,13;23,253;10,5;0,6
DSO_0593;53,06;29,095;10,5;0,6
DSO_0594;52,87;4,117;10,5;0,6
DSO_0595;59,97;23,46;10,5;0,6
DSO_0596;59,89;48,024;10,5;0,6
DSO_0597;59,82;7,314;10,5;0,6
DSO_0598;56,29;18,032;10,5;0,6
DSO_0599;58,13;26,036;10,5;0,6
DSO_0600;54,66;5,589;10,5;0,6
DSO_0601;54,56;37,467;10,5;0,6
DSO_0602;54,56;55,936;10,5;0,6
DSO_0603;64,41;3,726;10,5;0,6
DSO_0604;54,56;32,959;10,5;0,6
DSO_0605;61,76;35,834;10,5;0,6
DSO_0606;54,57;56,097;10,5;0,6
DSO_0607;67,84;2,691;10,5;0,6
DSO_0608;67,84;28,29;10,5;0,6
DSO_0609;67,84;4,738;10,5;0,6
DSO_0610;65,21;37,214;10,5;0,6
DSO_0611;54,59;34,523;10,5;0,6
DSO_0612;53,11;13,823;10,5;0,6
DSO_0613;36,23;18,768;10,5;0,6
DSO_0614;36,06;9,062;10,5;0,6
DSO_0615;36,05;17,043;10,5;0,6
DSO_0616;64,93;17,181;10,5;0,6
DSO_0617;64,93;22,862;10,5;0,6
DSO_0618;64,64;12,397;10,5;0,6
DSO_0619;47,73;7,245;10,5;0,6
DSO_0620;53,12;6,578;10,5;0,6
DSO_0621;64,47;39,744;10,5;0,6
DSO_0622;59,16;19,343;10,5;0,6
DSO_0623;63,84;54,671;10,5;0,6
DSO_0624;64,46;37,858;10,5;0,6
DSO_0625;63,68;35,098;10,5;0,6
DSO_0626;63,9;6,371;10,5;0,6
