id,name,alias,type,x,y,height
62628,GS-7329,DSO_2873,node other,4098724.824215,3156438.747189,0
62629,IN-2599,,node other,4165804.392052,3175904.919139,0
62630,IN-3398,,node other,4099638.11784,3156753.625514,0
62631,IN-2601,,node other,4127336.000485,3168810.639551,0
62632,IN-2663,,node other,4132603.885755,3165495.965688,0
62633,GS-3205,DSO_2806,node other,4117086.815787,3174862.282118,0
62634,IN-2815,,node other,4124581.659038,3171187.743845,0
62635,IN-2572,,node other,4195223.806727,3282134.102596,0
62636,IN-2573,,node other,4195253.308411,3281974.942919,0
62637,GS-0587,GPR_0024,node other,4199014.780895,3277838.096115,0
62638,IN-2600,,node other,4165577.04598,3175996.967747,0
62639,IN-2836,,node other,4096363.412848,3148887.450224,0
62640,IN-2796,,node other,4156588.89213,3171116.42815,0
62641,GS-3278,IND_0630,node other,4157812.216838,3171524.403601,0
62642,IN-3011,,node other,4112430.02986,3207399.131979,0
62643,IN-3012,,node other,4152367.566056,3181820.120524,0
62644,IN-3013,,node other,4153388.65599,3177494.052004,0
62645,IN-3014,,node other,4146206.942898,3189151.637671,0
62646,IN-3338,,node other,4112383.861237,3207402.725416,0
62647,IN-3165,,node other,4112393.606712,3207565.487952,0
62648,IN-3010,,node other,4201457.472254,3247580.231452,0
62649,GS-2824,DSO_2654,node other,4196480.465509,3240248.587079,0
62650,GS-2419,DSO_2708,node other,4201940.863699,3248112.914046,0
62651,IN-3056,,node other,4116614.547806,3102923.912788,0
62652,IN-3124,,node other,4116616.939973,3102939.962929,0
62653,GS-2382,DSO_2652,node other,4116842.623629,3102558.183069,0
62654,GS-3194,DSO_2653,node other,4113777.868124,3206476.791596,0
62655,IN-3016,,node other,4130833.51604,3199706.543833,0
62656,IN-3238,,node other,4116631.260695,3102941.507933,0
62657,IN-3017,,node other,4122246.24163,3202016.111086,0
62658,GS-2736,DSO_2651,node other,4116159.931768,3097623.969742,0
62659,GS-2747,DSO_2649,node other,4115877.965354,3091630.646915,0
62660,GS-2752,DSO_2650,node other,4116393.767885,3089726.701199,0
62661,IN-3163,,node other,4153502.666472,3177547.600513,0
62662,GS-2643,DSO_2699,node other,4315966.483205,3251073.970727,0
62663,IN-3062,,node other,4315967.027311,3251073.191263,0
62664,IN-3054,,node other,4201482.415615,3263944.330137,0
62665,IN-3053,,node other,4201581.943474,3263768.612341,0
62666,IN-3039,,node other,4153311.040605,3168012.184127,0
62667,IN-3038,,node other,4157053.602251,3160068.378537,0
62668,IN-3042,,node other,4153439.711892,3177587.544761,0
62669,IN-3333,,node other,4153438.385141,3177493.401563,0
62670,IN-3332,,node other,4153439.211436,3177553.716313,0
62671,IN-3047,,node other,4139977.781458,3237951.086684,0
62672,IN-3046,,node other,4142319.643636,3232257.753151,0
62673,IN-3121,,node other,4118455.537798,3103097.073119,0
62674,IN-2918,,node other,4118464.090267,3103119.895413,0
62675,IN-2977,,node other,4116617.11989,3102940.957892,0
62676,GS-2255,IND_0634,node other,4116596.822005,3102645.024359,0
62677,IN-2905,,node other,4267480.483319,3278625.254779,0
62678,GS-7085,DSO_2710,node other,4269840.895865,3279394.518323,0
62679,IN-3257,,node other,4118468.626393,3103094.106662,0
62680,IN-2532,,node other,4118455.217976,3103096.083633,0
62681,IN-2535,,node other,4269274.600534,3272758.177311,0
62682,GS-0591,GPR_0019,node other,4269273.442531,3272776.996203,0
62683,IN-2901,,node other,4269316.132734,3278758.670954,0
62684,IN-2533,,node other,4269315.852422,3278757.783629,0
62685,GS-7307,DSO_2400,node other,4234348.10982,3409438.863645,0
62686,GS-2992,DSO_2401,node other,4125951.417285,3121041.940352,0
62687,GS-3363,IND_0563,node other,4125965.314478,3121173.68622,0
62688,GS-3123,DSO_2405,node other,4269107.132823,3228455.068555,0
62689,GS-2968,DSO_2601,node other,4253094.106471,3237989.773576,0
62690,IN-3346,,node other,4274795.618078,3223819.900758,0
62691,GS-3125,DSO_2406,node other,4274072.158552,3224339.629731,0
62692,IN-2454,,node other,4104573.538311,3117667.130133,0
62693,IN-3421,,node other,4104567.978288,3117676.497396,0
62694,IN-3496,,node other,4104579.56816,3117675.56128,0
62695,IN-2672,,node other,4104567.321137,3117677.527497,0
62696,IN-2529,,node other,4282836.172415,3250903.363291,0
62697,IN-2615,,node other,4256064.086563,3236965.821975,0
62698,IN-2531,,node other,4125310.069656,3100649.067045,0
62699,GS-0988,DSO_2402,node other,4125660.689119,3100288.66702,0
62700,IN-3298,,node other,4282840.360749,3250916.461719,0
62701,IN-2638,,node other,4130655.481749,3098236.496338,0
62702,GS-2077,DSO_2395,node other,4127956.205488,3127741.442175,0
62703,GS-3004,DSO_2397,node other,4128041.204572,3127114.591116,0
62704,GS-3465,IND_0560,node other,4128144.209427,3126942.901745,0
62705,GS-3371,IND_0562,node other,4128055.834066,3127074.288198,0
62706,GS-2142,IND_0683,node other,4118333.649281,3101449.733957,0
62707,IN-3236,,node other,4118344.721725,3101359.551848,0
62708,IN-2541,,node other,4118330.496928,3101365.903666,0
62709,IN-3120,,node other,4118330.540597,3101367.0154,0
62710,IN-3231,,node other,4116871.841189,3101050.489534,0
62711,GS-2385,DSO_2394,node other,4118508.304003,3101336.503219,0
62712,IN-3230,,node other,4116874.021543,3101059.421925,0
62713,IN-3126,,node other,4116884.65928,3101058.330691,0
62714,IN-3057,,node other,4116617.11989,3102940.957892,0
62715,IN-3052,,node other,4116370.221172,3100486.004592,0
62716,IN-3611,,node other,4111706.540681,3103795.630618,0
62717,IN-3058,,node other,4116288.649302,3102793.826538,0
62718,GS-7306,DSO_2399,node other,4235903.958744,3416086.359364,0
62719,IN-2520,,node other,4235987.502898,3416046.023697,0
62720,IN-2523,,node other,4232495.555974,3403258.636258,0
62721,IN-2521,,node other,4232267.578092,3384312.091736,0
62722,GS-7308,DSO_2398,node other,4232633.803,3400845.756452,0
62723,IN-2522,,node other,4232450.843003,3393399.234545,0
62724,GS-4145,DSO_2503,node other,4218091.325865,3324084.518652,0
62725,IN-2739,,node other,4223135.434213,3328441.785577,0
62726,IN-3181,,node other,4315891.310705,3251096.969854,0
62727,GS-3005,DSO_2396,node other,4128050.830496,3127088.061334,0
62728,IN-3234,,node other,4116885.334482,3101057.63575,0
62729,IN-3235,,node other,4116894.985405,3101054.690888,0
62730,IN-3232,,node other,4116898.349223,3101059.790411,0
62731,IN-3122,,node other,4116886.119623,3101059.720117,0
62732,GS-0596,GPR_0017,node other,4245397.335856,3279570.591115,0
62733,IN-2742,,node other,4245397.320395,3279569.589731,0
62734,IN-2952,,node other,4267790.607609,3298690.968006,0
62735,IN-2932,,node other,4241073.315047,3277786.71846,0
62736,IN-2903,,node other,4245397.93329,3279569.802906,0
62737,IN-2540,,node other,4123619.292069,3125369.258967,0
62738,GS-2993,DSO_2386,node other,4124657.355818,3124571.506663,0
62739,IN-2500,,node other,4177010.452899,3082222.866391,0
62740,GS-2450,DSO_2378,node other,4179422.175835,3078819.692595,0
62741,IN-3275,,node other,4177001.075979,3082227.802649,0
62742,GS-3189,DSO_2380,node other,4192886.900839,3245850.195094,0
62743,IN-2607,,node other,4176999.753453,3082228.396063,0
62744,IN-3276,,node other,4177012.328759,3082232.051202,0
62745,GS-3394,IND_0557,node other,4213887.948243,3049530.492244,0
62746,GS-3833,DSO_2392,node other,4218915.014904,3279297.084378,0
62747,IN-2534,,node other,4269864.64891,3270272.2127,0
62748,IN-3123,,node other,4116885.352275,3101059.861987,0
62749,GS-3832,DSO_2687,node other,4219488.257535,3279565.722684,0
62750,IN-3055,,node other,4116883.481404,3101072.96403,0
62751,IN-2542,,node other,4116885.523173,3101058.853064,0
62752,GS-0981,DSO_2393,node other,4116117.988504,3102423.391891,0
62753,IN-3233,,node other,4116875.666596,3101065.480584,0
62754,GS-3808,IND_0559,node other,4196616.516638,3253527.010204,0
62755,IN-2536,,node other,4176443.756321,3231439.371408,0
62756,IN-2789,,node other,4210797.802617,3279954.072049,0
62757,GS-0582,GPR_0018,node other,4214917.554118,3280033.91416,0
62758,GS-3831,DSO_2391,node other,4218361.42815,3278139.339696,0
62759,GS-0609,BIO_0028,node other,4215082.694222,3274375.924476,0
62760,GS-4191,DSO_2389,node other,4269890.079199,3270199.059568,0
62761,GS-3868,DSO_2388,node other,4209969.026285,3266702.986198,0
62762,IN-2519,,node other,4119843.300596,3180750.583957,0
62763,GS-3259,TPP_0108,node other,4118910.245598,3179261.879361,0
62764,GS-4179,DSO_2363,node other,4235209.658561,3336896.093363,0
62765,GS-3286,IND_0555,node other,4112994.101432,3177765.695124,0
62766,IN-2518,,node other,4116871.755893,3180016.667661,0
62767,IN-2947,,node other,4112776.888741,3177581.765015,0
62768,IN-2705,,node other,4115649.704505,3186791.445092,0
62769,IN-2706,,node other,4112777.068249,3177582.75994,0
62770,IN-3088,,node other,4112777.920547,3177583.281604,0
62771,IN-2507,,node other,4213148.493372,3299679.600628,0
62772,GS-2439,DSO_2362,node other,4235176.514507,3337083.441804,0
62773,GS-7076,DSO_2366,node other,4236541.942602,3327650.876336,0
62774,IN-2525,,node other,4232278.811189,3341016.607814,0
62775,IN-2845,,node other,4235255.520763,3339773.308263,0
62776,IN-2517,,node other,4235175.841869,3337087.015319,0
62777,GS-4144,DSO_2364,node other,4235196.09732,3336972.796621,0
62778,GS-3131,DSO_2382,node other,4214797.160649,3048729.873873,0
62779,GS-3130,DSO_2372,node other,4216574.23347,3047798.192272,0
62780,GS-3283,IND_0556,node other,4199796.664136,3073434.914043,0
62781,GS-2660,DSO_2376,node other,4199375.000715,3072781.85059,0
62782,GS-7105,DSO_2377,node other,4198979.412141,3072408.060937,0
62783,GS-2575,DSO_2374,node other,4226091.781092,3020920.102518,0
62784,IN-2514,,node other,4239638.663951,3329929.858458,0
62785,GS-7075,DSO_2367,node other,4239637.269679,3329930.660854,0
62786,GS-2437,DSO_2365,node other,4239577.292606,3329967.724512,0
62787,GS-2482,DSO_2549,node other,4112776.902189,3177583.769134,0
62788,IN-2497,,node other,4217988.894104,3045512.288457,0
62789,IN-2496,,node other,4218335.986535,3045078.745833,0
62790,GS-7077,DSO_2368,node other,4235132.362944,3337332.757174,0
62791,GS-2885,DSO_2433,node other,4202656.243066,3221849.033734,0
62792,GS-3192,DSO_2432,node other,4198207.658383,3224957.112744,0
62793,GS-2621,DSO_2434,node other,4206387.252282,3217324.246486,0
62794,GS-3326,IND_0633,node other,4115948.780188,3089378.650387,0
62795,IN-3161,,node other,4114474.795005,3088538.709942,0
62796,IN-2821,,node other,4122505.468788,3075332.277719,0
62797,IN-3147,,node other,4112126.557722,3082676.84219,0
62798,IN-2683,,node other,4121568.379765,3077166.806907,0
62799,GS-2650,DSO_2800,node other,4127024.173499,3068923.585141,0
62800,IN-2756,,node other,4120223.722116,3071441.386326,0
62801,IN-3148,,node other,4120224.551696,3071440.90874,0
62802,IN-2825,,node other,4112135.429657,3082664.23442,0
62803,GS-3174,DSO_2436,node other,4120101.656667,3079093.072245,0
62804,IN-3202,,node other,4120235.251287,3071439.824872,0
62805,IN-3271,,node other,4119916.223263,3079734.592899,0
62806,GS-2154,IND_0572,node other,4103826.761118,3085661.793567,0
62807,IN-2472,,node other,4104126.154282,3086150.721337,0
62808,IN-2471,,node other,4128942.16514,3055821.521144,0
62809,IN-3201,,node other,4128938.270009,3055831.239214,0
62810,GS-3173,DSO_2545,node other,4126680.537534,3068931.483378,0
62811,IN-3270,,node other,4119924.390279,3079745.074202,0
62812,IN-2467,,node other,4119930.95136,3079734.129872,0
62813,IN-3269,,node other,4119923.658401,3079746.216126,0
62814,GS-2366,DSO_2439,node other,4124553.086671,3060279.675486,0
62815,GS-2365,DSO_2441,node other,4126570.937362,3058268.010563,0
62816,IN-2474,,node other,4128933.678084,3055843.20956,0
62817,IN-3450,,node other,4128937.560941,3055833.157972,0
62818,IN-2649,,node other,4128937.878046,3055832.144318,0
62819,IN-3149,,node other,4128943.924981,3055823.125782,0
62820,IN-2469,,node other,4145113.303257,3037514.172169,0
62821,IN-2483,,node other,4163256.994658,3039356.705613,0
62822,GS-2729,DSO_2429,node other,4166652.071264,3038916.345924,0
62823,IN-2481,,node other,4170723.344306,3037561.923974,0
62824,IN-2482,,node other,4179509.903231,3033744.784141,0
62825,IN-3153,,node other,4155145.679947,3039378.688658,0
62826,IN-3154,,node other,4163234.915558,3039362.160517,0
62827,IN-2484,,node other,4163219.375936,3039365.302695,0
62828,IN-2485,,node other,4155160.0509,3039385.909964,0
62829,GS-2731,DSO_2428,node other,4159654.378231,3039857.371331,0
62830,IN-3214,,node other,4119909.365403,3079777.948246,0
62831,IN-3018,,node other,4119901.399585,3079769.017855,0
62832,IN-3213,,node other,4119901.653992,3079770.121315,0
62833,IN-3212,,node other,4118705.796432,3081570.612561,0
62834,GS-3106,DSO_2430,node other,4118694.444134,3081572.505574,0
62835,IN-2488,,node other,4118695.672753,3081571.455288,0
62836,IN-2487,,node other,4119903.661859,3079780.063444,0
62837,IN-3155,,node other,4163236.893512,3039361.766671,0
62838,IN-3019,,node other,4114823.858281,3087307.594493,0
62839,IN-3337,,node other,4114487.111025,3088524.29741,0
62840,IN-2490,,node other,4114495.502582,3088512.157972,0
62841,IN-3020,,node other,4114479.225534,3088512.03177,0
62842,IN-3162,,node other,4114474.583613,3088524.577478,0
62843,GS-3352,IND_0569,node other,4192203.042809,3010009.046105,0
62844,IN-3318,,node other,4193370.081859,3008259.831746,0
62845,IN-3210,,node other,4118695.894905,3081582.58056,0
62846,IN-2988,,node other,4118694.444134,3081572.505574,0
62847,IN-3336,,node other,4114487.322383,3088538.429875,0
62848,IN-3051,,node other,4114495.786984,3088547.554597,0
62849,IN-3211,,node other,4118693.625056,3081573.205764,0
62850,IN-2489,,node other,4118685.429946,3081580.096506,0
62851,IN-2984,,node other,4114465.854143,3088512.345728,0
62852,IN-2491,,node other,4200077.237538,3047558.839038,0
62853,IN-2448,,node other,4105917.43326,3115441.62637,0
62854,GS-2782,DSO_2420,node other,4106390.092034,3115617.992023,0
62855,GS-2788,DSO_2423,node other,4105769.446698,3115686.724077,0
62856,GS-2784,DSO_2421,node other,4107162.834601,3115906.457356,0
62857,GS-2765,DSO_2835,node other,4083683.534682,3139955.907139,0
62858,IN-3554,,node other,4085593.189074,3139770.701969,0
62859,IN-3374,,node other,4080669.957942,3137982.984789,0
62860,IN-3461,,node other,4080672.419393,3137971.506088,0
62861,GS-3069,DSO_2426,node other,4111015.08089,3117623.547805,0
62862,GS-3327,IND_0568,node other,4108003.037607,3116691.899295,0
62863,IN-3322,,node other,4110977.756474,3077467.957548,0
62864,IN-3321,,node other,4112465.1075,3075587.246466,0
62865,IN-2451,,node other,4110667.425143,3078207.250093,0
62866,IN-2452,,node other,4108940.166139,3081383.836236,0
62867,IN-2453,,node other,4108815.12757,3081424.391517,0
62868,GS-3013,DSO_2935,node other,4110807.317441,3077385.37686,0
62869,IN-3141,,node other,4108941.095297,3081384.132056,0
62870,IN-3228,,node other,4108936.260855,3081393.572975,0
62871,IN-3229,,node other,4108951.113834,3081387.617098,0
62872,IN-3509,,node other,4107422.393992,3086916.334366,0
62873,IN-2579,,node other,4181674.502627,3033972.308374,0
62874,IN-3156,,node other,4179537.294616,3033734.47047,0
62875,IN-2832,,node other,4179528.193307,3033721.364448,0
62876,IN-3294,,node other,4179528.470059,3033726.364374,0
62877,IN-2475,,node other,4108035.783112,3085441.788782,0
62878,GS-1180,DSO_2427,node other,4104506.235941,3085084.867392,0
62879,IN-3499,,node other,4104508.613464,3085097.907351,0
62880,IN-3498,,node other,4104507.638794,3085084.697062,0
62881,GS-3319,IND_0677,node other,4104150.497181,3086062.058968,0
62882,IN-2793,,node other,4099716.14516,3097411.897359,0
62883,IN-3248,,node other,4099728.936047,3097423.150793,0
62884,IN-2458,,node other,4099729.328369,3097479.929416,0
62885,IN-2457,,node other,4099733.145933,3097413.058032,0
62886,IN-3140,,node other,4099732.158277,3097412.989222,0
62887,IN-3144,,node other,4131467.706646,3097860.541698,0
62888,IN-2459,,node other,4131450.8899,3097835.221926,0
62889,GS-0855,DSO_2407,node other,4127725.720983,3095927.280674,0
62890,GS-1522,DSO_2410,node other,4125422.126271,3096758.864766,0
62891,IN-3308,,node other,4131471.267585,3097848.386362,0
62892,GS-0985,DSO_2408,node other,4125500.463658,3096688.300573,0
62893,GS-0983,DSO_2412,node other,4119922.74171,3098774.08238,0
62894,GS-0984,DSO_2411,node other,4120587.390347,3097815.598347,0
62895,GS-2753,DSO_2409,node other,4125238.242644,3096738.480529,0
62896,GS-2381,DSO_2414,node other,4118454.420335,3103095.447053,0
62897,IN-2461,,node other,4116894.873268,3101071.397429,0
62898,IN-2444,,node other,4090465.471531,3128623.770945,0
62899,IN-2802,,node other,4114737.236642,3091277.655192,0
62900,GS-2874,DSO_2415,node other,4089596.24067,3124170.838577,0
62901,GS-2868,DSO_2417,node other,4088661.277944,3125261.540218,0
62902,GS-2866,DSO_2419,node other,4088494.263237,3127140.847882,0
62903,IN-2447,,node other,4083491.829694,3138695.524901,0
62904,GS-2323,TPP_0110,node other,4090212.895466,3128314.746799,0
62905,GS-3345,IND_0567,node other,4088751.171375,3127415.40237,0
62906,GS-2760,DSO_2418,node other,4083879.322294,3137765.143192,0
62907,GS-2822,DSO_2470,node other,4086015.326815,3134524.982262,0
62908,IN-3553,,node other,4084059.54233,3139022.058642,0
62909,IN-3418,,node other,4080670.933073,3137982.938735,0
62910,IN-2871,,node other,4140130.145266,3120293.06125,0
62911,GS-2816,DSO_2572,node other,4149467.785556,3108045.905401,0
62912,GS-2817,DSO_2642,node other,4147666.674806,3110270.385343,0
62913,IN-2605,,node other,4147401.861671,3109526.597994,0
62914,GS-3332,IND_0597,node other,4141901.595443,3106288.365403,0
62915,IN-2371,,node other,4141891.435195,3107326.05255,0
62916,IN-2370,,node other,4145478.423169,3111906.568705,0
62917,GS-6393,IND_0593,node other,4084173.551838,3112557.386362,0
62918,GS-6394,IND_0594,node other,4084092.577492,3113071.613815,0
62919,GS-2597,DSO_2469,node other,4083550.245359,3113495.512624,0
62920,GS-6384,IND_0592,node other,4121779.528988,3261468.679921,0
62921,GS-6383,IND_0591,node other,4121900.036879,3260996.040115,0
62922,GS-3000,DSO_2468,node other,4122798.451567,3124393.485214,0
62923,GS-3370,IND_0589,node other,4122450.319477,3123436.060514,0
62924,GS-3380,IND_0588,node other,4117983.105091,3123154.862032,0
62925,GS-3359,IND_0590,node other,4122786.887569,3122485.661144,0
62926,IN-2424,,node other,4122608.969008,3124843.454147,0
62927,GS-2083,DSO_2466,node other,4079437.123887,3096849.298487,0
62928,GS-2176,IND_0584,node other,4079615.593194,3096846.69977,0
62929,GS-1071,DSO_2467,node other,4082336.826871,3097133.206362,0
62930,GS-2141,IND_0582,node other,4086317.315767,3098030.370536,0
62931,GS-1043,DSO_2465,node other,4085573.487745,3097125.381513,0
62932,IN-2428,,node other,4086905.044604,3097187.810656,0
62933,IN-3242,,node other,4089658.878936,3095286.939432,0
62934,IN-2429,,node other,4088396.145742,3096494.907486,0
62935,IN-3244,,node other,4089657.750085,3095313.608674,0
62936,IN-2681,,node other,4089657.419165,3095299.924558,0
62937,IN-3139,,node other,4096905.381233,3096894.757977,0
62938,IN-3243,,node other,4089657.419165,3095299.924558,0
62939,IN-2623,,node other,4111653.035935,3116693.945886,0
62940,IN-2624,,node other,4115995.448667,3121357.299673,0
62941,GS-1799,DSO_2463,node other,4107916.44419,3087095.848635,0
62942,GS-3065,DSO_2462,node other,4116812.964845,3120611.22991,0
62943,IN-3375,,node other,4075910.287481,3130147.908367,0
62944,IN-2435,,node other,4115996.374907,3121357.707914,0
62945,GS-3062,DSO_2610,node other,4117358.056318,3123029.203863,0
62946,IN-2437,,node other,4072878.438007,3122627.070562,0
62947,IN-2438,,node other,4072602.056569,3122398.765806,0
62948,IN-3358,,node other,4075612.624047,3127649.488621,0
62949,GS-1682,DSO_2460,node other,4075921.817947,3126701.98839,0
62950,IN-2799,,node other,4088571.064427,3143299.215597,0
62951,IN-2798,,node other,4087877.19096,3142677.806416,0
62952,IN-2439,,node other,4089680.94116,3143807.747105,0
62953,IN-3130,,node other,4104566.864412,3117678.326383,0
62954,IN-3204,,node other,4104572.889575,3117686.646356,0
62955,IN-2835,,node other,4089750.111319,3143068.661854,0
62956,IN-2440,,node other,4090991.724004,3143345.146223,0
62957,GS-3144,DSO_2457,node other,4160798.163426,3077108.727747,0
62958,IN-2442,,node other,4160638.251951,3077007.067981,0
62959,GS-3145,DSO_2743,node other,4160862.495549,3077149.470618,0
62960,GS-2649,DSO_2458,node other,4158094.986526,3076202.988101,0
62961,GS-3309,IND_0580,node other,4158093.752393,3076204.140101,0
62962,IN-2708,,node other,4090948.437499,3128566.429291,0
62963,GS-2870,DSO_2576,node other,4091362.609305,3127431.607723,0
62964,GS-2492,DSO_2456,node other,4091602.877785,3128809.053037,0
62965,IN-2850,,node other,4152229.065103,3047139.437021,0
62966,GS-2871,DSO_2455,node other,4090904.869247,3128572.516077,0
62967,IN-3183,,node other,4090937.1577,3128565.93572,0
62968,IN-2443,,node other,4090948.273105,3128567.439146,0
62969,IN-2396,,node other,4135078.833925,3121187.700986,0
62970,IN-3117,,node other,4134758.666044,3121738.451424,0
62971,GS-2723,DSO_2778,node other,4153290.871381,3046764.689269,0
62972,IN-2849,,node other,4151945.604247,3046324.92129,0
62973,GS-2721,DSO_2454,node other,4148869.788093,3035930.67197,0
62974,IN-2397,,node other,4148902.09754,3035972.565586,0
62975,IN-2758,,node other,4154153.016942,3039617.216439,0
62976,GS-2724,DSO_2453,node other,4155206.393312,3039239.748682,0
62977,IN-2401,,node other,4154183.641888,3039518.627343,0
62978,IN-2992,,node other,4171925.032637,3028178.841969,0
62979,IN-2993,,node other,4156919.206691,3046385.815459,0
62980,IN-2991,,node other,4166137.339848,3035366.122833,0
62981,IN-3249,,node other,4155149.609881,3039388.357402,0
62982,IN-2824,,node other,4163236.145927,3039362.902235,0
62983,IN-2823,,node other,4157299.600625,3046457.731561,0
62984,IN-3250,,node other,4163228.751963,3039372.252189,0
62985,IN-2399,,node other,4155144.742922,3039378.273346,0
62986,IN-2817,,node other,4163236.521814,3039361.221494,0
62987,IN-2816,,node other,4167365.261716,3035876.273893,0
62988,GS-3341,IND_0663,node other,4104130.384721,3112085.858476,0
62989,IN-3526,,node other,4104109.029067,3112119.949588,0
62990,GS-3252,TPP_0112,node other,4098835.545897,3112580.223449,0
62991,IN-2400,,node other,4163235.906205,3039362.019188,0
62992,IN-3274,,node other,4163244.416015,3039370.886899,0
62993,GS-1314,DSO_2451,node other,4059503.424861,3198872.58415,0
62994,IN-2411,,node other,4237601.93321,3365262.215269,0
62995,IN-2408,,node other,4089220.644681,3196740.522852,0
62996,IN-3628,,node other,4055702.838522,3202155.74682,0
62997,GS-2185,IND_0579,node other,4060649.226814,3198915.417983,0
62998,GS-2177,IND_0576,node other,4060654.54871,3198915.587622,0
62999,IN-3454,,node other,4054071.299282,3205321.516044,0
63000,IN-2415,,node other,4232628.017521,3380509.28253,0
63001,IN-2414,,node other,4237507.281287,3372802.222592,0
63002,GS-7313,DSO_2446,node other,4236250.528451,3354663.19873,0
63003,IN-2416,,node other,4231629.809917,3383753.583801,0
63004,IN-2413,,node other,4236286.548968,3356039.036994,0
63005,GS-4056,IND_0575,node other,4235585.170831,3349001.729843,0
63006,GS-4183,DSO_2447,node other,4227952.228683,3383394.525411,0
63007,GS-4184,DSO_2448,node other,4227972.245721,3383394.249167,0
63008,IN-2412,,node other,4237544.783655,3372659.773891,0
63009,GS-4206,DSO_2443,node other,4354805.311519,3246895.298886,0
63010,GS-4041,TPP_0115,node other,4352959.088002,3245666.053063,0
63011,GS-4207,DSO_2444,node other,4364329.058666,3256451.183181,0
63012,GS-4058,IND_0574,node other,4372836.595313,3257864.062715,0
63013,GS-4154,DSO_2445,node other,4233101.148451,3181522.873218,0
63014,IN-2419,,node other,4374032.763505,3258078.929179,0
63015,GS-4059,IND_0573,node other,4374055.846766,3258083.071349,0
63016,GS-4044,TPP_0113,node other,4374464.77871,3258448.801256,0
63017,IN-2418,,node other,4373716.858492,3258022.25155,0
63018,IN-3479,,node other,4128939.161654,3055842.00448,0
63019,IN-3551,,node other,4103437.427615,3088549.788335,0
63020,IN-2473,,node other,4103259.301277,3088777.14224,0
63021,GS-1801,DSO_2834,node other,4103484.54183,3088213.836402,0
63022,IN-3511,,node other,4103688.143397,3089360.007717,0
63023,GS-1800,DSO_2442,node other,4103006.560318,3089151.092857,0
63024,IN-3431,,node other,4102741.64182,3090087.377605,0
63025,GS-4042,TPP_0111,node other,4353339.08004,3245972.96211,0
63026,IN-2379,,node other,4301885.202006,3251314.781793,0
63027,IN-2382,,node other,4300100.325001,3257504.953762,0
63028,IN-2387,,node other,4081440.607232,3159856.298421,0
63029,GS-2195,IND_0613,node other,4096088.210559,3092986.304874,0
63030,IN-3590,,node other,4084353.935331,3157456.257991,0
63031,IN-2731,,node other,4213820.948996,3343880.006515,0
63032,IN-2862,,node other,4205327.592971,3346285.759872,0
63033,GS-7349,DSO_2502,node other,4216222.623552,3336037.54248,0
63034,IN-2733,,node other,4196512.013865,3303314.25737,0
63035,GS-2638,DSO_2533,node other,4304936.327777,3254913.128254,0
63036,GS-7348,DSO_2499,node other,4213992.570976,3343852.953478,0
63037,IN-2546,,node other,4299074.647755,3253878.380869,0
63038,GS-1661,DSO_2492,node other,4072607.431322,3163316.82742,0
63039,GS-2082,DSO_2496,node other,4081452.426348,3159737.0967,0
63040,IN-3457,,node other,4081505.865119,3159205.078475,0
63041,IN-3384,,node other,4081507.116595,3159194.770377,0
63042,GS-2688,DSO_2491,node other,4081478.370406,3159473.853366,0
63043,IN-2386,,node other,4081504.850912,3159205.683446,0
63044,GS-1662,DSO_2493,node other,4075856.831073,3161597.056769,0
63045,GS-2689,DSO_2490,node other,4080702.093035,3159006.648032,0
63046,GS-1802,DSO_2494,node other,4097645.749583,3094308.564262,0
63047,GS-1803,DSO_2497,node other,4096737.610438,3092506.34608,0
63048,IN-3090,,node other,4070501.561123,3163069.363943,0
63049,IN-3597,,node other,4072304.595206,3154927.981564,0
63050,IN-3182,,node other,4070702.757747,3163059.295308,0
63051,IN-3382,,node other,4071670.44667,3168223.280633,0
63052,IN-3091,,node other,4070697.34253,3163072.041727,0
63053,IN-2385,,node other,4070698.537233,3163072.31687,0
63054,IN-3477,,node other,4080737.503388,3128857.528035,0
63055,GS-0556,blending_0007,node other,4052584.057195,3084829.31676,0
63056,IN-2388,,node other,4096905.478269,3096893.751444,0
63057,IN-2391,,node other,4049364.316828,3091370.17708,0
63058,GS-2081,DSO_2487,node other,4046722.429916,3092391.344765,0
63059,GS-2106,IND_0612,node other,4046613.137661,3092379.460194,0
63060,IN-2392,,node other,4052577.280771,3084844.265373,0
63061,IN-3419,,node other,4080748.088579,3128856.583714,0
63062,IN-3369,,node other,4045636.154784,3091767.594497,0
63063,IN-3368,,node other,4045561.789322,3091852.139226,0
63064,GS-2204,IND_0610,node other,4045907.154257,3092019.731221,0
63065,GS-2205,IND_0611,node other,4046249.046876,3092231.209588,0
63066,IN-3246,,node other,4096916.451731,3096901.847903,0
63067,IN-3370,,node other,4045656.554408,3091781.433186,0
63068,IN-3366,,node other,4045580.315723,3091867.860786,0
63069,IN-2990,,node other,4130370.828957,3118272.225992,0
63070,GS-1515,DSO_2879,node other,4107441.063154,3091025.720086,0
63071,IN-3254,,node other,4137958.629379,3124012.654586,0
63072,GS-2397,DSO_2668,node other,4127666.946559,3116305.837209,0
63073,IN-3426,,node other,4103661.788464,3089386.621797,0
63074,IN-3429,,node other,4103699.904192,3089386.793496,0
63075,GS-1798,DSO_2880,node other,4102328.096144,3090950.044379,0
