id,name,alias,type,x,y,height
65256,GS-1543,DSO_1745,node other,4144939.717259,3188343.732884,0
65257,IN-1163,,node other,4134483.103531,3185094.180698,0
65258,GS-1545,DSO_1751,node other,4143060.982213,3187459.625855,0
65259,GS-1390,DSO_1750,node other,4134332.491073,3183683.490244,0
65260,GS-1387,DSO_1749,node other,4130615.90943,3189562.8569,0
65261,IN-1164,,node other,4132156.756979,3191258.14958,0
65262,IN-1190,,node other,4136161.727372,3186041.766651,0
65263,IN-1162,,node other,4142878.532304,3187425.217897,0
65264,GS-1735,DSO_1890,node other,4135217.480778,3180983.384642,0
65265,IN-1166,,node other,4137079.968486,3186416.335541,0
65266,IN-1275,,node other,4134517.250096,3181225.824449,0
65267,GS-2306,IND_0365,node other,4048393.964493,3094984.2924,0
65268,IN-1143,,node other,4050025.1257,3092058.099044,0
65269,GS-2305,IND_0394,node other,4048372.274815,3095005.722415,0
65270,IN-1144,,node other,4050188.655772,3092108.758635,0
65271,IN-1145,,node other,4048250.428614,3094988.34445,0
65272,IN-1203,,node other,4048745.047688,3095058.938462,0
65273,GS-1290,DSO_1753,node other,4047603.036997,3096024.687832,0
65274,GS-1289,DSO_1754,node other,4047394.502102,3097518.981111,0
65275,GS-1283,DSO_1778,node other,4047320.267003,3087676.007238,0
65276,IN-1147,,node other,4067648.874423,3182991.902772,0
65277,GS-1456,DSO_1755,node other,4068022.692732,3182812.99648,0
65278,GS-1656,DSO_1756,node other,4070146.216496,3181925.838402,0
65279,GS-2320,TPP_0062,node other,4067943.228926,3183719.746116,0
65280,GS-2319,TPP_0061,node other,4067760.527987,3183198.885014,0
65281,IN-1628,,node other,4073783.146343,3178098.968189,0
65282,GS-1450,DSO_1760,node other,4068856.336568,3099850.544445,0
65283,GS-1368,DSO_1774,node other,4057005.732401,3180739.913243,0
65284,IN-1146,,node other,4057491.376303,3180857.24473,0
65285,GS-2223,IND_0366,node other,4066971.794599,3183147.126696,0
65286,IN-1153,,node other,4100591.018676,3171176.305655,0
65287,GS-0949,DSO_1761,node other,4180579.957445,3151572.110474,0
65288,GS-0915,DSO_1763,node other,4180220.852826,3151220.761873,0
65289,GS-1369,DSO_1764,node other,4055393.290977,3182294.429527,0
65290,IN-1139,,node other,4056158.880413,3182593.45169,0
65291,GS-2198,IND_0368,node other,4055415.160133,3181998.517368,0
65292,GS-0948,DSO_1762,node other,4180355.427475,3151342.471876,0
65293,GS-1669,DSO_1776,node other,4061697.859223,3169184.477096,0
65294,GS-1359,DSO_1767,node other,4066202.901176,3162840.455235,0
65295,GS-1370,DSO_1765,node other,4055213.198685,3182463.622938,0
65296,GS-1358,DSO_1766,node other,4064225.282981,3164724.77059,0
65297,IN-1199,,node other,4119596.18703,3138195.494822,0
65298,GS-2269,IND_0369,node other,4054565.10769,3081988.150859,0
65299,IN-1137,,node other,4066102.134359,3162722.744534,0
65300,IN-1136,,node other,4120349.655961,3136710.56216,0
65301,GS-1495,DSO_1775,node other,4055616.253301,3192740.545333,0
65302,GS-1367,DSO_1772,node other,4056344.297648,3181927.776489,0
65303,GS-1492,DSO_1771,node other,4056350.675277,3190517.341381,0
65304,GS-2224,IND_0370,node other,4055457.493635,3193071.670515,0
65305,GS-1490,DSO_1779,node other,4055281.7169,3193217.703511,0
65306,IN-1140,,node other,4057126.419636,3176281.465769,0
65307,GS-1491,DSO_1773,node other,4055705.536132,3192890.067386,0
65308,GS-0918,DSO_1719,node other,4178107.608693,3151800.311342,0
65309,GS-0959,DSO_1718,node other,4178103.570783,3151753.119222,0
65310,GS-0926,DSO_1722,node other,4178556.33933,3151339.011638,0
65311,GS-0958,DSO_1720,node other,4178101.461992,3151739.932981,0
65312,GS-0897,DSO_1716,node other,4178105.699733,3151663.122496,0
65313,GS-0910,DSO_1723,node other,4179037.248469,3150602.593812,0
65314,GS-0898,DSO_1721,node other,4178107.825403,3151815.443111,0
65315,IN-1040,,node other,4177724.123814,3151783.856582,0
65316,IN-1035,,node other,4182589.117812,3206910.389526,0
65317,IN-1037,,node other,4178788.642639,3151115.112014,0
65318,GS-1991,DSO_1728,node other,4182808.330089,3207230.714798,0
65319,GS-1992,DSO_1727,node other,4183091.163062,3206387.610206,0
65320,IN-1038,,node other,4178785.793929,3151115.191857,0
65321,GS-1958,DSO_1726,node other,4194738.584061,3181772.407387,0
65322,GS-2085,DSO_1725,node other,4199714.268923,3181867.217641,0
65323,GS-1959,DSO_1729,node other,4200667.530803,3182070.521576,0
65324,GS-1540,DSO_1747,node other,4142600.192852,3187212.947206,0
65325,IN-1614,,node other,4201639.350633,3164937.49401,0
65326,GS-1343,DSO_1734,node other,4199543.20023,3165936.19719,0
65327,GS-1994,DSO_1732,node other,4181975.151567,3206512.070404,0
65328,IN-1034,,node other,4181978.405329,3206505.41247,0
65329,GS-2234,IND_0364,node other,4141859.883451,3187629.955586,0
65330,GS-2084,DSO_1733,node other,4142562.498844,3187308.926055,0
65331,IN-1669,,node other,4201729.380409,3165053.899784,0
65332,IN-1175,,node other,4205435.794925,3166443.162829,0
65333,GS-2191,IND_0362,node other,4205548.671405,3166858.268325,0
65334,IN-1179,,node other,4201125.880187,3182254.591375,0
65335,IN-1181,,node other,4199049.142749,3186848.840128,0
65336,IN-1503,,node other,4199910.246605,3185220.981107,0
65337,IN-1609,,node other,4193819.476838,3161395.302493,0
65338,IN-1471,,node other,4123965.612737,3236720.299758,0
65339,IN-1520,,node other,4122407.309289,3236802.755827,0
65340,IN-1472,,node other,4123934.704668,3236627.637813,0
65341,IN-1519,,node other,4122560.424096,3236736.392999,0
65342,IN-1473,,node other,4122608.868917,3236719.536846,0
65343,IN-1176,,node other,4122516.529834,3236737.030366,0
65344,GS-1790,DSO_2010,node other,4197849.05577,3189619.657013,0
65345,GS-1726,DSO_1824,node other,4193625.656546,3194448.537223,0
65346,GS-1710,DSO_1738,node other,4197769.860778,3189628.608792,0
65347,IN-1537,,node other,4199145.072058,3186899.050682,0
65348,GS-1526,DSO_1990,node other,4204296.545542,3185936.327112,0
65349,IN-1182,,node other,4197978.848559,3189174.499375,0
65350,IN-1266,,node other,4201888.29778,3179119.823782,0
65351,IN-1536,,node other,4201172.114789,3182127.167185,0
65352,IN-1154,,node other,4100303.319522,3175599.756146,0
65353,CS-0021,FUEL_0066,node other,4095704.292974,3175257.227502,0
65354,IN-1155,,node other,4101428.913733,3194016.769982,0
65355,IN-1270,,node other,4095804.14255,3175130.131158,0
65356,IN-1702,,node other,4127161.242441,3235181.387798,0
65357,GS-2314,DSO_1740,node other,4093171.181868,3195466.018022,0
65358,GS-1707,DSO_1739,node other,4128028.410514,3236022.142606,0
65359,IN-1185,,node other,4127520.163151,3235529.365733,0
65360,GS-4039,TPP_0060,node other,4133900.183953,3256541.752201,0
65361,IN-1570,,node other,4133859.41347,3257039.981404,0
65362,GS-4062,DSO_1741,node other,4133882.258937,3256760.593749,0
65363,IN-1934,,node other,4125151.19468,3236456.535346,0
65364,IN-1311,,node other,4095527.431227,3175234.272974,0
65365,GS-1101,DSO_1681,node other,4134088.363767,3210876.69195,0
65366,GS-1102,DSO_1682,node other,4131570.977884,3207522.229798,0
65367,GS-1100,DSO_1683,node other,4135537.140495,3210168.694587,0
65368,GS-1224,DSO_1803,node other,4132823.242993,3206664.011675,0
65369,IN-1128,,node other,4129418.935886,3207083.920228,0
65370,IN-1051,,node other,4125771.688862,3213589.6784,0
65371,GS-2265,IND_0360,node other,4129280.543955,3214492.620942,0
65372,IN-1552,,node other,4125287.654716,3213465.156345,0
65373,GS-1876,DSO_1670,node other,4183996.420275,3136513.468726,0
65374,GS-2040,DSO_1674,node other,4155447.030187,3174598.271219,0
65375,GS-2035,DSO_1675,node other,4155515.197656,3175072.86269,0
65376,IN-1052,,node other,4156359.829987,3175901.248263,0
65377,GS-2033,DSO_1678,node other,4157011.798597,3175284.627069,0
65378,GS-2034,DSO_1679,node other,4157348.525241,3175418.088581,0
65379,GS-2147,IND_0359,node other,4132800.302756,3211725.515167,0
65380,IN-1050,,node other,4133065.45996,3211486.375005,0
65381,IN-1047,,node other,4143951.452783,3229105.137001,0
65382,IN-1560,,node other,4143862.299914,3229094.386119,0
65383,IN-1048,,node other,4128608.229984,3196472.979573,0
65384,GS-1692,DSO_1919,node other,4148689.141317,3223482.236872,0
65385,IN-1516,,node other,4139738.692565,3230448.411262,0
65386,GS-1318,DSO_1688,node other,4152046.370805,3232339.941621,0
65387,GS-1857,DSO_1686,node other,4144064.221097,3229157.809675,0
65388,IN-1046,,node other,4152117.547771,3232325.724887,0
65389,GS-1317,DSO_1687,node other,4152163.797042,3232296.988748,0
65390,IN-1491,,node other,4126132.586586,3212252.925144,0
65391,GS-1811,DSO_1684,node other,4133440.843299,3216269.362694,0
65392,GS-1809,DSO_1804,node other,4133449.307582,3216306.350116,0
65393,IN-1622,,node other,4125090.907379,3213924.670443,0
65394,GS-1250,DSO_1685,node other,4132478.727827,3193931.711781,0
65395,IN-1165,,node other,4132260.455424,3193482.015278,0
65396,IN-1049,,node other,4132477.631744,3193937.431998,0
65397,GS-1247,DSO_1752,node other,4131736.480461,3192402.313857,0
65398,GS-0972,DSO_1697,node other,4178945.509041,3148417.42589,0
65399,GS-2130,IND_0361,node other,4178986.918052,3148475.25993,0
65400,GS-0974,DSO_1692,node other,4179039.399579,3148548.478888,0
65401,GS-0973,DSO_1696,node other,4179015.440301,3148515.089084,0
65402,GS-0923,DSO_1701,node other,4178945.069688,3148202.282645,0
65403,GS-0895,DSO_1700,node other,4178952.546799,3148188.494063,0
65404,GS-0968,DSO_1698,node other,4178929.466963,3148231.547593,0
65405,GS-0920,DSO_1702,node other,4178967.766819,3148160.464274,0
65406,GS-0969,DSO_1704,node other,4178976.696739,3147999.265335,0
65407,GS-1821,DSO_1791,node other,4154042.920791,3232299.440575,0
65408,GS-0905,DSO_1689,node other,4178978.834498,3148033.487927,0
65409,GS-0975,DSO_1691,node other,4179085.365888,3148612.642025,0
65410,GS-0921,DSO_1693,node other,4179191.603871,3148527.974559,0
65411,GS-0967,DSO_1690,node other,4178913.058887,3148356.558775,0
65412,GS-0970,DSO_1699,node other,4178919.750504,3148249.85114,0
65413,GS-0971,DSO_1695,node other,4178919.262417,3148374.416835,0
65414,GS-0890,DSO_1712,node other,4179652.499557,3150963.416589,0
65415,GS-0962,DSO_1714,node other,4179098.137674,3149985.80906,0
65416,IN-1043,,node other,4179541.072928,3150014.739012,0
65417,GS-0963,DSO_1710,node other,4179233.448558,3149937.171087,0
65418,GS-0927,DSO_1715,node other,4179399.280774,3151289.259388,0
65419,GS-0964,DSO_1713,node other,4179266.068369,3151027.734415,0
65420,GS-0950,DSO_1758,node other,4179703.915662,3150979.459731,0
65421,IN-1041,,node other,4179230.598768,3150947.693861,0
65422,GS-0891,DSO_1707,node other,4180617.355492,3150791.043109,0
65423,GS-0933,DSO_1705,node other,4181104.206193,3151959.107836,0
65424,IN-1045,,node other,4178450.506981,3148131.884335,0
65425,GS-0917,DSO_1703,node other,4178973.797337,3147952.709033,0
65426,GS-0912,DSO_1708,node other,4179899.496292,3149429.197431,0
65427,GS-0938,DSO_1706,node other,4180964.955952,3150095.684935,0
65428,GS-0930,DSO_1709,node other,4180406.08595,3149854.687321,0
65429,GS-0935,DSO_1759,node other,4180687.527261,3151766.480023,0
65430,GS-1233,DSO_1892,node other,4136233.02941,3174228.218445,0
65431,IN-1065,,node other,4136518.594405,3173255.960662,0
65432,IN-1066,,node other,4136441.518691,3173125.607433,0
65433,IN-1493,,node other,4136794.410117,3173922.651648,0
65434,GS-0879,DSO_1736,node other,4204473.83509,3157637.251258,0
65435,GS-0880,DSO_1632,node other,4207982.558971,3162448.994187,0
65436,GS-1237,DSO_1630,node other,4136295.643904,3173961.366458,0
65437,IN-1064,,node other,4136304.236912,3173825.097553,0
65438,GS-2211,IND_0351,node other,4123871.68723,3166954.306505,0
65439,GS-2207,IND_0417,node other,4123843.230033,3166960.984083,0
65440,IN-1173,,node other,4203852.185694,3160445.815514,0
65441,IN-1063,,node other,4204302.006675,3160664.02379,0
65442,GS-1968,DSO_1934,node other,4139381.887564,3171188.482618,0
65443,IN-1495,,node other,4139970.984257,3170785.093554,0
65444,GS-1421,DSO_1627,node other,4126033.835613,3162195.467229,0
65445,GS-2512,DSO_2003,node other,4125688.981889,3159080.722608,0
65446,GS-1023,DSO_1638,node other,4194185.640282,3164600.223173,0
65447,IN-1168,,node other,4199508.437436,3164917.665803,0
65448,GS-1600,DSO_1644,node other,4201510.359308,3138632.622174,0
65449,GS-2163,IND_0373,node other,4095702.476555,3165911.438358,0
65450,GS-1231,DSO_1987,node other,4137079.808676,3173979.385912,0
65451,GS-1027,DSO_1637,node other,4195079.862204,3164756.742499,0
65452,GS-1236,DSO_1634,node other,4135728.534941,3171817.896924,0
65453,GS-1229,DSO_1635,node other,4135548.504706,3171307.298311,0
65454,GS-2158,IND_0380,node other,4135706.274063,3171352.281697,0
65455,GS-1228,DSO_1636,node other,4136360.524994,3172988.606396,0
65456,GS-1242,DSO_1631,node other,4094874.474574,3167236.819654,0
65457,GS-2165,IND_0352,node other,4094891.551961,3167244.743993,0
65458,GS-2159,IND_0353,node other,4135552.055972,3171443.790624,0
65459,GS-1819,DSO_1633,node other,4210278.524665,3162590.553345,0
65460,GS-1875,DSO_1662,node other,4184159.262805,3136449.209431,0
65461,GS-1906,DSO_1654,node other,4182909.13311,3136947.759281,0
65462,GS-2270,IND_0357,node other,4182703.094504,3136968.378507,0
65463,GS-1868,DSO_1653,node other,4184170.025811,3136444.913332,0
65464,GS-1887,DSO_1663,node other,4184175.254377,3136283.498703,0
65465,GS-1597,DSO_1652,node other,4202090.591943,3137905.219665,0
65466,GS-1606,DSO_1651,node other,4201932.26184,3137786.948171,0
65467,GS-1601,DSO_1795,node other,4193065.877146,3142140.175592,0
65468,GS-1595,DSO_1650,node other,4202258.994674,3138169.161172,0
65469,GS-1602,DSO_1649,node other,4193587.3042,3141746.118098,0
65470,GS-1588,DSO_1655,node other,4194753.823447,3139203.328259,0
65471,GS-1589,DSO_1656,node other,4195971.733557,3137530.233237,0
65472,GS-1610,DSO_1648,node other,4195325.587427,3136906.766708,0
65473,IN-1196,,node other,4193857.65344,3140623.951959,0
65474,IN-1195,,node other,4183710.723274,3140431.060487,0
65475,GS-2109,IND_0355,node other,4201626.445786,3138637.79911,0
65476,GS-2108,IND_0356,node other,4201601.111108,3138502.174798,0
65477,GS-2039,DSO_1677,node other,4156344.374898,3175972.780989,0
65478,GS-2032,DSO_1680,node other,4156912.297814,3175396.630253,0
65479,GS-2036,DSO_1676,node other,4156606.421048,3175798.688685,0
65480,GS-2037,DSO_1668,node other,4156620.460698,3175709.056357,0
65481,GS-1874,DSO_1672,node other,4183979.774237,3136480.41529,0
65482,GS-1902,DSO_1664,node other,4182500.749369,3136914.333591,0
65483,GS-1901,DSO_1665,node other,4182346.572747,3136934.446865,0
65484,GS-1878,DSO_1673,node other,4184037.680518,3136497.110364,0
65485,GS-1877,DSO_1661,node other,4184155.535778,3136450.645215,0
65486,GS-1888,DSO_1660,node other,4184334.938713,3136210.314913,0
65487,GS-1889,DSO_1659,node other,4184463.83538,3136198.286454,0
65488,GS-1904,DSO_1667,node other,4182525.720128,3136914.655967,0
65489,GS-1612,DSO_1658,node other,4195091.760195,3138910.59842,0
65490,GS-1905,DSO_1657,node other,4182669.552922,3136934.786444,0
65491,GS-1907,DSO_1666,node other,4182954.679677,3136943.184873,0
65492,GS-3617,DSO_1352,node other,4296747.781535,2841578.846218,0
65493,IN-0933,,node other,4276290.155976,2837370.867009,0
65494,IN-0942,,node other,4308773.615537,2853043.114049,0
65495,GS-3579,DSO_1314,node other,4280495.892808,2835281.782307,0
65496,GS-3588,DSO_1353,node other,4285357.536311,2835044.424571,0
65497,GS-3603,DSO_1315,node other,4209515.807089,2870409.074916,0
65498,GS-3679,DSO_1319,node other,4210116.097199,2867840.294155,0
65499,GS-3529,DSO_1317,node other,4183219.623009,2846442.416009,0
65500,GS-3522,DSO_1318,node other,4186354.849828,2853783.048202,0
65501,IN-0949,,node other,4165995.420296,2822224.249644,0
65502,GS-3521,DSO_1320,node other,4187974.123206,2855406.476458,0
65503,GS-3633,DSO_1322,node other,4281005.513154,2751075.096412,0
65504,IN-0944,,node other,4281147.910474,2751132.077901,0
65505,IN-0948,,node other,4241988.801608,2748519.131577,0
65506,IN-0945,,node other,4313037.501941,2769793.010192,0
65507,GS-3665,DSO_1323,node other,4316494.666849,2771770.169474,0
65508,GS-3689,DSO_1301,node other,4234057.203638,2796861.745667,0
65509,GS-3602,DSO_1299,node other,4216312.030499,2908147.184085,0
65510,GS-3698,DSO_1306,node other,4235330.735049,2797908.061051,0
65511,GS-3703,DSO_1391,node other,4228993.625042,2792348.959368,0
65512,GS-3578,DSO_1304,node other,4237936.656348,2800397.964202,0
65513,GS-3693,DSO_1302,node other,4245720.811197,2803417.819849,0
65514,GS-3695,DSO_1303,node other,4250331.134876,2810653.250246,0
65515,GS-3692,DSO_1307,node other,4237821.205955,2800064.342747,0
65516,GS-3696,DSO_1305,node other,4252899.839417,2813719.720031,0
65517,GS-3757,DSO_1401,node other,4254242.332981,2814776.864076,0
65518,GS-3595,DSO_1309,node other,4327844.165728,2850130.701674,0
65519,GS-3568,DSO_1333,node other,4317695.508499,2855664.595376,0
65520,GS-3759,DSO_1310,node other,4305977.022109,2848071.14011,0
65521,GS-3656,DSO_1331,node other,4327998.580749,2848518.081387,0
65522,GS-3620,DSO_1311,node other,4296656.012774,2842956.600508,0
65523,GS-3712,DSO_1313,node other,4308246.106278,2852923.82284,0
65524,IN-0920,,node other,4216869.295654,2902279.865305,0
65525,IN-1869,,node other,4301366.726115,2714482.544865,0
65526,IN-1865,,node other,4301342.210799,2714473.07598,0
65527,IN-0919,,node other,4300554.943784,2717739.27281,0
65528,GS-3597,DSO_1342,node other,4222229.847373,2900786.977617,0
65529,IN-0917,,node other,4300790.179815,2717170.869524,0
65530,IN-1680,,node other,4300792.219283,2713725.844501,0
65531,IN-0918,,node other,4300763.102469,2714614.365363,0
65532,IN-1864,,node other,4300811.294933,2713279.458078,0
65533,IN-1863,,node other,4300936.04325,2713314.673307,0
65534,IN-1861,,node other,4300942.807108,2713288.094403,0
65535,GS-3663,DSO_1344,node other,4327685.642143,2774024.638444,0
65536,IN-1860,,node other,4300817.458991,2713253.881159,0
65537,GS-3707,DSO_1326,node other,4226756.804045,2772505.671897,0
65538,GS-3545,DSO_1324,node other,4309876.339369,2771826.453132,0
65539,IN-0946,,node other,4327604.542975,2773697.469999,0
65540,GS-3716,DSO_1329,node other,4308083.787791,2888324.119259,0
65541,IN-0947,,node other,4215414.03237,2775711.744827,0
65542,GS-3540,DSO_1964,node other,4241840.285061,2748535.700387,0
65543,GS-3658,DSO_1336,node other,4256437.799273,2729628.005652,0
65544,GS-3612,DSO_1335,node other,4252769.49074,2733353.264102,0
65545,GS-3711,DSO_1340,node other,4311911.722066,2853752.759049,0
65546,GS-3572,DSO_1337,node other,4328051.002733,2848135.623459,0
65547,GS-3666,DSO_1341,node other,4300755.884784,2717865.537117,0
65548,GS-3719,DSO_1339,node other,4244292.220739,2747787.259994,0
65549,GS-3680,DSO_1358,node other,4230161.638615,2867294.913618,0
65550,GS-3682,DSO_1361,node other,4232817.37658,2865965.08905,0
65551,GS-3587,DSO_1360,node other,4236584.202816,2865352.420741,0
65552,IN-0928,,node other,4223679.497386,2875030.562306,0
65553,GS-3675,DSO_1355,node other,4225781.798283,2879558.593811,0
65554,GS-3600,DSO_1356,node other,4225342.240898,2873866.488151,0
65555,GS-3598,DSO_1359,node other,4227509.973863,2871074.391655,0
65556,GS-3516,IND_0316,node other,4219496.533157,2879139.368901,0
65557,IN-0926,,node other,4144914.739926,2757233.049895,0
65558,IN-1306,,node other,4157000.0000395905,2781000.0000264854,0
65559,IN-1607,,node other,4143299.9998896867,2748900.0000181845,0
65560,GS-3539,DSO_1364,node other,4140340.531098,2747362.870162,0
65561,GS-3524,DSO_1375,node other,4138905.989008,2738427.205709,0
65562,GS-3584,DSO_1362,node other,4238798.976669,2860091.252739,0
65563,IN-1598,,node other,4190666.484169,2870449.551842,0
65564,IN-1606,,node other,4186000.0000486467,2858000.0000332138,0
65565,IN-1605,,node other,4147000.0000480185,2757000.0000319225,0
65566,GS-3625,DSO_1350,node other,4298013.089351,2717418.516413,0
65567,GS-3624,DSO_1351,node other,4295293.042838,2717154.958852,0
65568,IN-1619,,node other,4297291.753311,2717595.869011,0
65569,GS-3627,DSO_1384,node other,4298699.185543,2716977.51432,0
65570,GS-3660,DSO_1348,node other,4277542.186919,2891960.16346,0
65571,GS-3583,DSO_1345,node other,4254466.891894,2873865.897028,0
65572,IN-0916,,node other,4299658.333942,2715169.246028,0
65573,GS-3591,DSO_1346,node other,4255548.464571,2878086.445524,0
65574,IN-0929,,node other,4293501.700958,2837296.675685,0
65575,GS-3628,DSO_1383,node other,4299665.175392,2716787.625567,0
65576,IN-0932,,node other,4293642.861687,2837760.740688,0
65577,GS-3528,DSO_1376,node other,4142830.397743,2727483.222813,0
65578,GS-3538,DSO_1374,node other,4140101.262077,2732159.964627,0
65579,GS-6905,DSO_1378,node other,4457037.711107,3295280.212677,0
65580,GS-4143,DSO_1373,node other,4397695.519315,3302294.147402,0
65581,GS-3742,DSO_1387,node other,4207450.936458,2773405.413602,0
65582,GS-3744,DSO_1388,node other,4205501.201271,2775106.050976,0
65583,GS-3543,DSO_1390,node other,4167920.83621,2819809.639851,0
65584,IN-0913,,node other,4166075.35406,2822186.169324,0
65585,GS-3532,DSO_1381,node other,4177375.986289,2799017.246443,0
65586,GS-3527,DSO_1382,node other,4174457.756492,2804116.733526,0
65587,GS-6453,IND_0318,node other,4453793.989106,3140990.301242,0
65588,GS-3533,DSO_1380,node other,4186478.809024,2798090.198532,0
65589,GS-3670,DSO_1370,node other,4232510.825992,2740652.148805,0
65590,GS-3537,DSO_1369,node other,4144320.970866,2724762.789886,0
65591,IN-1888,,node other,4143961.330713,2722682.586793,0
65592,IN-1889,,node other,4143979.585615,2722810.523197,0
65593,GS-3514,IND_0317,node other,4164255.163784,2826811.325166,0
65594,GS-4142,DSO_1372,node other,4459777.284889,3296779.820483,0
65595,IN-1871,,node other,4224701.139135,2736592.702568,0
65596,IN-1873,,node other,4224721.931071,2736574.893505,0
65597,IN-1886,,node other,4143934.215324,2722687.117965,0
65598,IN-1885,,node other,4143953.681129,2722815.238138,0
65599,IN-1874,,node other,4224803.92415,2736674.494924,0
65600,IN-1870,,node other,4224784.250418,2736691.839763,0
65601,GS-1848,DSO_1413,node other,4130891.153512,3224080.922341,0
65602,IN-1083,,node other,4104351.750345,3206095.322366,0
65603,GS-1107,DSO_1414,node other,4089188.595278,3196962.354389,0
65604,IN-1086,,node other,4126067.818622,3227901.623315,0
65605,GS-1110,DSO_1415,node other,4089489.455362,3198171.768296,0
65606,GS-2315,TPP_0059,node other,4092553.548726,3196707.858829,0
65607,GS-1109,DSO_1594,node other,4088960.279291,3195745.256737,0
65608,GS-1111,DSO_1593,node other,4087631.645983,3195460.5824,0
65609,GS-1140,DSO_1408,node other,4104605.321377,3197473.526517,0
65610,GS-1143,DSO_1410,node other,4104930.534181,3197791.330477,0
65611,GS-1147,DSO_1409,node other,4104767.287027,3197519.009232,0
65612,IN-1624,,node other,4105111.544218,3200467.558398,0
65613,IN-1019,,node other,4104651.846695,3200663.461643,0
65614,GS-1145,DSO_1412,node other,4104873.053464,3198914.215879,0
65615,GS-1146,DSO_1411,node other,4104326.601349,3205127.573616,0
65616,GS-3697,DSO_1393,node other,4271667.390454,2832874.476583,0
65617,IN-0911,,node other,4267079.564039,2825770.080724,0
65618,GS-3690,DSO_1399,node other,4258485.658089,2820795.117657,0
65619,GS-3691,DSO_1400,node other,4258143.103315,2820322.717526,0
65620,GS-3732,DSO_1405,node other,4259053.806891,2821168.482214,0
65621,GS-3694,DSO_1404,node other,4267183.605069,2825390.76204,0
65622,GS-3699,DSO_1406,node other,4263268.107231,2823664.994717,0
65623,GS-3745,DSO_1396,node other,4213265.794549,2775090.958579,0
65624,GS-3705,DSO_1389,node other,4219588.007956,2782010.115735,0
65625,GS-3706,DSO_1395,node other,4218909.964213,2780892.832108,0
65626,GS-3700,DSO_1392,node other,4228191.090927,2790958.290583,0
65627,GS-3743,DSO_1398,node other,4214932.754036,2775847.827385,0
65628,IN-0912,,node other,4276271.237982,2837337.561466,0
65629,GS-3701,DSO_1394,node other,4271947.141031,2832974.219671,0
65630,GS-2006,DSO_1435,node other,4206162.170948,3150686.117357,0
65631,GS-2009,DSO_1433,node other,4206542.33696,3150235.597929,0
65632,GS-1437,DSO_1439,node other,4155020.206019,3156630.605865,0
65633,GS-1428,DSO_1431,node other,4155522.355812,3157550.215277,0
65634,IN-1028,,node other,4154997.559062,3156437.305372,0
65635,GS-2060,DSO_1438,node other,4172498.077442,3155990.923376,0
65636,GS-2302,IND_0320,node other,4172446.481324,3156046.310837,0
65637,GS-2057,DSO_1436,node other,4172307.279084,3156004.309234,0
65638,GS-1430,DSO_1429,node other,4155939.199444,3157974.797435,0
65639,GS-2012,DSO_1425,node other,4206597.566683,3149853.297828,0
65640,GS-2016,DSO_1434,node other,4206549.733372,3150184.237984,0
65641,GS-2015,DSO_1424,node other,4206568.458475,3150015.212302,0
65642,GS-2010,DSO_2006,node other,4205661.836906,3151076.629835,0
65643,IN-1027,,node other,4205572.094598,3150899.270777,0
65644,GS-1434,DSO_1432,node other,4155746.61258,3157740.833822,0
65645,GS-1429,DSO_1430,node other,4155734.889451,3157965.316099,0
65646,GS-1955,DSO_1421,node other,4102879.497548,3218115.708629,0
65647,IN-1024,,node other,4103276.809209,3217593.782804,0
65648,GS-1954,DSO_1419,node other,4103257.128905,3218471.056256,0
65649,GS-2282,IND_0319,node other,4103132.50309,3218284.675873,0
65650,GS-2000,DSO_1423,node other,4206569.506728,3150006.174228,0
65651,GS-2011,DSO_1426,node other,4206586.614131,3149928.998888,0
65652,IN-1158,,node other,4119127.244443,3225484.382903,0
65653,GS-1409,DSO_1599,node other,4121867.708145,3227187.797494,0
65654,IN-1026,,node other,4103811.100308,3218368.189694,0
65655,GS-1950,DSO_1420,node other,4103698.395186,3218391.915473,0
65656,IN-1653,,node other,4089649.048662,3204385.088267,0
65657,GS-2312,DSO_1416,node other,4093321.408675,3196538.636288,0
65658,GS-1949,DSO_1418,node other,4103631.290365,3218060.88888,0
65659,IN-1025,,node other,4103276.670407,3217585.880176,0
65660,GS-1952,DSO_1427,node other,4104038.833221,3218314.073088,0
65661,GS-1956,DSO_1428,node other,4103719.375929,3218179.808522,0
65662,IN-1005,,node other,4192714.756177,3143735.660836,0
65663,GS-1598,DSO_1449,node other,4192668.187495,3143849.468393,0
65664,GS-0903,DSO_1451,node other,4193109.370071,3144247.695028,0
65665,GS-0932,DSO_1450,node other,4192739.733743,3144205.146379,0
65666,IN-1635,,node other,4179970.700186,3140687.653468,0
65667,GS-1871,DSO_1448,node other,4179242.408808,3140187.662544,0
65668,GS-2272,IND_0325,node other,4179653.677309,3140026.51353,0
65669,IN-1194,,node other,4179978.829307,3140739.741005,0
65670,GS-1879,DSO_1517,node other,4179928.277242,3140589.769283,0
65671,GS-1322,DSO_1447,node other,4184931.001294,3193802.817975,0
65672,GS-1320,DSO_1446,node other,4185133.72299,3195158.896114,0
65673,IN-1003,,node other,4142960.61073,3242044.900002,0
65674,IN-1002,,node other,4143254.917908,3242292.147165,0
65675,GS-1718,DSO_1827,node other,4193262.031822,3194692.180281,0
65676,GS-1989,DSO_1731,node other,4182496.881805,3206576.876705,0
65677,IN-1539,,node other,4185164.120231,3196628.281077,0
